champion,category,errorMessage
show all markers,LeeSin,Cannot convert undefined or null to object,TypeError: Cannot convert undefined or null to object
    at Function.keys (<anonymous>)
    at Module.showAllMarkerPositions (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/marker/markerTools.js:12:29)
    at async analyseProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:73:23)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:71:1
show all markers,MasterYi,Cannot convert undefined or null to object,TypeError: Cannot convert undefined or null to object
    at Function.keys (<anonymous>)
    at Module.showAllMarkerPositions (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/marker/markerTools.js:12:29)
    at async analyseProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:73:23)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:71:1
show all markers,MegaGnar,Cannot convert undefined or null to object,TypeError: Cannot convert undefined or null to object
    at Function.keys (<anonymous>)
    at Module.showAllMarkerPositions (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/marker/markerTools.js:12:29)
    at async analyseProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:73:23)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:71:1
show all markers,MissFortune,Cannot convert undefined or null to object,TypeError: Cannot convert undefined or null to object
    at Function.keys (<anonymous>)
    at Module.showAllMarkerPositions (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/marker/markerTools.js:12:29)
    at async analyseProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:73:23)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:71:1
show all markers,Nunu&Willump,Cannot convert undefined or null to object,TypeError: Cannot convert undefined or null to object
    at Function.keys (<anonymous>)
    at Module.showAllMarkerPositions (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/marker/markerTools.js:12:29)
    at async analyseProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:73:23)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:71:1
show all markers,RenataGlasc,Cannot convert undefined or null to object,TypeError: Cannot convert undefined or null to object
    at Function.keys (<anonymous>)
    at Module.showAllMarkerPositions (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/marker/markerTools.js:12:29)
    at async analyseProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:73:23)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:71:1
show all markers,TahmKench,Cannot convert undefined or null to object,TypeError: Cannot convert undefined or null to object
    at Function.keys (<anonymous>)
    at Module.showAllMarkerPositions (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/marker/markerTools.js:12:29)
    at async analyseProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:73:23)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:71:1
show all markers,TwistedFate,Cannot convert undefined or null to object,TypeError: Cannot convert undefined or null to object
    at Function.keys (<anonymous>)
    at Module.showAllMarkerPositions (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/marker/markerTools.js:12:29)
    at async analyseProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:73:23)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:71:1
show all markers,XinZhao,Cannot convert undefined or null to object,TypeError: Cannot convert undefined or null to object
    at Function.keys (<anonymous>)
    at Module.showAllMarkerPositions (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/marker/markerTools.js:12:29)
    at async analyseProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:73:23)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:71:1
show all markers,AurelionSol,Cannot convert undefined or null to object,TypeError: Cannot convert undefined or null to object
    at Function.keys (<anonymous>)
    at Module.showAllMarkerPositions (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/marker/markerTools.js:12:29)
    at async analyseProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:73:23)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:71:1
show all markers,Dr.Mundo,Cannot convert undefined or null to object,TypeError: Cannot convert undefined or null to object
    at Function.keys (<anonymous>)
    at Module.showAllMarkerPositions (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/marker/markerTools.js:12:29)
    at async analyseProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:73:23)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:71:1
show all markers,JarvanIV,Cannot convert undefined or null to object,TypeError: Cannot convert undefined or null to object
    at Function.keys (<anonymous>)
    at Module.showAllMarkerPositions (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/marker/markerTools.js:12:29)
    at async analyseProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:73:23)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:71:1
show all markers,Kled&Skaarl,Cannot convert undefined or null to object,TypeError: Cannot convert undefined or null to object
    at Function.keys (<anonymous>)
    at Module.showAllMarkerPositions (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/marker/markerTools.js:12:29)
    at async analyseProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:73:23)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:71:1
show all markers,LeeSin,Cannot convert undefined or null to object,TypeError: Cannot convert undefined or null to object
    at Function.keys (<anonymous>)
    at Module.showAllMarkerPositions (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/marker/markerTools.js:12:29)
    at async analyseProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:73:23)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:71:1
show all markers,MasterYi,Cannot convert undefined or null to object,TypeError: Cannot convert undefined or null to object
    at Function.keys (<anonymous>)
    at Module.showAllMarkerPositions (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/marker/markerTools.js:12:29)
    at async analyseProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:73:23)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:71:1
show all markers,MegaGnar,Cannot convert undefined or null to object,TypeError: Cannot convert undefined or null to object
    at Function.keys (<anonymous>)
    at Module.showAllMarkerPositions (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/marker/markerTools.js:12:29)
    at async analyseProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:73:23)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:71:1
show all markers,MissFortune,Cannot convert undefined or null to object,TypeError: Cannot convert undefined or null to object
    at Function.keys (<anonymous>)
    at Module.showAllMarkerPositions (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/marker/markerTools.js:12:29)
    at async analyseProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:73:23)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:71:1
show all markers,Nunu&Willump,Cannot convert undefined or null to object,TypeError: Cannot convert undefined or null to object
    at Function.keys (<anonymous>)
    at Module.showAllMarkerPositions (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/marker/markerTools.js:12:29)
    at async analyseProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:73:23)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:71:1
show all markers,RenataGlasc,Cannot convert undefined or null to object,TypeError: Cannot convert undefined or null to object
    at Function.keys (<anonymous>)
    at Module.showAllMarkerPositions (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/marker/markerTools.js:12:29)
    at async analyseProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:73:23)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:71:1
show all markers,TahmKench,Cannot convert undefined or null to object,TypeError: Cannot convert undefined or null to object
    at Function.keys (<anonymous>)
    at Module.showAllMarkerPositions (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/marker/markerTools.js:12:29)
    at async analyseProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:73:23)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:71:1
show all markers,TwistedFate,Cannot convert undefined or null to object,TypeError: Cannot convert undefined or null to object
    at Function.keys (<anonymous>)
    at Module.showAllMarkerPositions (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/marker/markerTools.js:12:29)
    at async analyseProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:73:23)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:71:1
show all markers,XinZhao,Cannot convert undefined or null to object,TypeError: Cannot convert undefined or null to object
    at Function.keys (<anonymous>)
    at Module.showAllMarkerPositions (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/marker/markerTools.js:12:29)
    at async analyseProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:73:23)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:71:1
scraping abilities failed,AurelionSol,Evaluation failed: TypeError: Cannot read properties of undefined (reading 'textContent')N    at pptr://__puppeteer_evaluation_script__:11:6,undefined
scraping abilities failed,Dr.Mundo,Evaluation failed: TypeError: Cannot read properties of undefined (reading 'textContent')N    at pptr://__puppeteer_evaluation_script__:11:6,undefined
scraping abilities failed,AurelionSol,Evaluation failed: TypeError: Cannot read properties of undefined (reading 'textContent')N    at pptr://__puppeteer_evaluation_script__:11:6,Error: Evaluation failed: TypeError: Cannot read properties of undefined (reading 'textContent')
    at pptr://__puppeteer_evaluation_script__:11:6
    at ExecutionContext._ExecutionContext_evaluate (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/node_modules/puppeteer/lib/esm/puppeteer/common/ExecutionContext.js:282:15)
    at runMicrotasks (<anonymous>)
    at processTicksAndRejections (node:internal/process/task_queues:96:5)
    at async ExecutionContext.evaluate (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/node_modules/puppeteer/lib/esm/puppeteer/common/ExecutionContext.js:114:16)
    at async scrapeAbilitiesData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_scraper/abilities.js:35:25)
    at async Module.getAbilitiesData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_scraper/abilities.js:16:3)
    at async scrappingProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:23:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:15:1
scraping abilities failed,Dr.Mundo,Evaluation failed: TypeError: Cannot read properties of undefined (reading 'textContent')N    at pptr://__puppeteer_evaluation_script__:11:6,Error: Evaluation failed: TypeError: Cannot read properties of undefined (reading 'textContent')
    at pptr://__puppeteer_evaluation_script__:11:6
    at ExecutionContext._ExecutionContext_evaluate (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/node_modules/puppeteer/lib/esm/puppeteer/common/ExecutionContext.js:282:15)
    at runMicrotasks (<anonymous>)
    at processTicksAndRejections (node:internal/process/task_queues:96:5)
    at async ExecutionContext.evaluate (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/node_modules/puppeteer/lib/esm/puppeteer/common/ExecutionContext.js:114:16)
    at async scrapeAbilitiesData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_scraper/abilities.js:35:25)
    at async Module.getAbilitiesData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_scraper/abilities.js:16:3)
    at async scrappingProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:23:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:15:1
scraping abilities failed,JarvanIV,Evaluation failed: TypeError: Cannot read properties of undefined (reading 'textContent')N    at pptr://__puppeteer_evaluation_script__:11:6,Error: Evaluation failed: TypeError: Cannot read properties of undefined (reading 'textContent')
    at pptr://__puppeteer_evaluation_script__:11:6
    at ExecutionContext._ExecutionContext_evaluate (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/node_modules/puppeteer/lib/esm/puppeteer/common/ExecutionContext.js:282:15)
    at runMicrotasks (<anonymous>)
    at processTicksAndRejections (node:internal/process/task_queues:96:5)
    at async ExecutionContext.evaluate (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/node_modules/puppeteer/lib/esm/puppeteer/common/ExecutionContext.js:114:16)
    at async scrapeAbilitiesData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_scraper/abilities.js:35:25)
    at async Module.getAbilitiesData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_scraper/abilities.js:16:3)
    at async scrappingProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:23:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:15:1
scraping abilities failed,Kled&Skaarl,Evaluation failed: TypeError: Cannot read properties of undefined (reading 'textContent')N    at pptr://__puppeteer_evaluation_script__:11:6,Error: Evaluation failed: TypeError: Cannot read properties of undefined (reading 'textContent')
    at pptr://__puppeteer_evaluation_script__:11:6
    at ExecutionContext._ExecutionContext_evaluate (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/node_modules/puppeteer/lib/esm/puppeteer/common/ExecutionContext.js:282:15)
    at runMicrotasks (<anonymous>)
    at processTicksAndRejections (node:internal/process/task_queues:96:5)
    at async ExecutionContext.evaluate (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/node_modules/puppeteer/lib/esm/puppeteer/common/ExecutionContext.js:114:16)
    at async scrapeAbilitiesData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_scraper/abilities.js:35:25)
    at async Module.getAbilitiesData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_scraper/abilities.js:16:3)
    at async scrappingProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:23:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:15:1
scraping abilities failed,LeeSin,Evaluation failed: TypeError: Cannot read properties of undefined (reading 'textContent')N    at pptr://__puppeteer_evaluation_script__:11:6,Error: Evaluation failed: TypeError: Cannot read properties of undefined (reading 'textContent')
    at pptr://__puppeteer_evaluation_script__:11:6
    at ExecutionContext._ExecutionContext_evaluate (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/node_modules/puppeteer/lib/esm/puppeteer/common/ExecutionContext.js:282:15)
    at runMicrotasks (<anonymous>)
    at processTicksAndRejections (node:internal/process/task_queues:96:5)
    at async ExecutionContext.evaluate (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/node_modules/puppeteer/lib/esm/puppeteer/common/ExecutionContext.js:114:16)
    at async scrapeAbilitiesData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_scraper/abilities.js:35:25)
    at async Module.getAbilitiesData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_scraper/abilities.js:16:3)
    at async scrappingProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:23:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:15:1
scraping abilities failed,MasterYi,Evaluation failed: TypeError: Cannot read properties of undefined (reading 'textContent')N    at pptr://__puppeteer_evaluation_script__:11:6,Error: Evaluation failed: TypeError: Cannot read properties of undefined (reading 'textContent')
    at pptr://__puppeteer_evaluation_script__:11:6
    at ExecutionContext._ExecutionContext_evaluate (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/node_modules/puppeteer/lib/esm/puppeteer/common/ExecutionContext.js:282:15)
    at runMicrotasks (<anonymous>)
    at processTicksAndRejections (node:internal/process/task_queues:96:5)
    at async ExecutionContext.evaluate (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/node_modules/puppeteer/lib/esm/puppeteer/common/ExecutionContext.js:114:16)
    at async scrapeAbilitiesData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_scraper/abilities.js:35:25)
    at async Module.getAbilitiesData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_scraper/abilities.js:16:3)
    at async scrappingProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:23:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:15:1
scraping abilities failed,MegaGnar,Evaluation failed: TypeError: Cannot read properties of undefined (reading 'textContent')N    at pptr://__puppeteer_evaluation_script__:11:6,Error: Evaluation failed: TypeError: Cannot read properties of undefined (reading 'textContent')
    at pptr://__puppeteer_evaluation_script__:11:6
    at ExecutionContext._ExecutionContext_evaluate (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/node_modules/puppeteer/lib/esm/puppeteer/common/ExecutionContext.js:282:15)
    at runMicrotasks (<anonymous>)
    at processTicksAndRejections (node:internal/process/task_queues:96:5)
    at async ExecutionContext.evaluate (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/node_modules/puppeteer/lib/esm/puppeteer/common/ExecutionContext.js:114:16)
    at async scrapeAbilitiesData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_scraper/abilities.js:35:25)
    at async Module.getAbilitiesData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_scraper/abilities.js:16:3)
    at async scrappingProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:23:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:15:1
scraping abilities failed,MissFortune,Evaluation failed: TypeError: Cannot read properties of undefined (reading 'textContent')N    at pptr://__puppeteer_evaluation_script__:11:6,Error: Evaluation failed: TypeError: Cannot read properties of undefined (reading 'textContent')
    at pptr://__puppeteer_evaluation_script__:11:6
    at ExecutionContext._ExecutionContext_evaluate (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/node_modules/puppeteer/lib/esm/puppeteer/common/ExecutionContext.js:282:15)
    at runMicrotasks (<anonymous>)
    at processTicksAndRejections (node:internal/process/task_queues:96:5)
    at async ExecutionContext.evaluate (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/node_modules/puppeteer/lib/esm/puppeteer/common/ExecutionContext.js:114:16)
    at async scrapeAbilitiesData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_scraper/abilities.js:35:25)
    at async Module.getAbilitiesData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_scraper/abilities.js:16:3)
    at async scrappingProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:23:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:15:1
scraping abilities failed,Nunu&Willump,Evaluation failed: TypeError: Cannot read properties of undefined (reading 'textContent')N    at pptr://__puppeteer_evaluation_script__:11:6,Error: Evaluation failed: TypeError: Cannot read properties of undefined (reading 'textContent')
    at pptr://__puppeteer_evaluation_script__:11:6
    at ExecutionContext._ExecutionContext_evaluate (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/node_modules/puppeteer/lib/esm/puppeteer/common/ExecutionContext.js:282:15)
    at runMicrotasks (<anonymous>)
    at processTicksAndRejections (node:internal/process/task_queues:96:5)
    at async ExecutionContext.evaluate (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/node_modules/puppeteer/lib/esm/puppeteer/common/ExecutionContext.js:114:16)
    at async scrapeAbilitiesData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_scraper/abilities.js:35:25)
    at async Module.getAbilitiesData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_scraper/abilities.js:16:3)
    at async scrappingProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:23:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:15:1
scraping abilities failed,RenataGlasc,Evaluation failed: TypeError: Cannot read properties of undefined (reading 'textContent')N    at pptr://__puppeteer_evaluation_script__:11:6,Error: Evaluation failed: TypeError: Cannot read properties of undefined (reading 'textContent')
    at pptr://__puppeteer_evaluation_script__:11:6
    at ExecutionContext._ExecutionContext_evaluate (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/node_modules/puppeteer/lib/esm/puppeteer/common/ExecutionContext.js:282:15)
    at runMicrotasks (<anonymous>)
    at processTicksAndRejections (node:internal/process/task_queues:96:5)
    at async ExecutionContext.evaluate (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/node_modules/puppeteer/lib/esm/puppeteer/common/ExecutionContext.js:114:16)
    at async scrapeAbilitiesData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_scraper/abilities.js:35:25)
    at async Module.getAbilitiesData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_scraper/abilities.js:16:3)
    at async scrappingProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:23:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:15:1
scraping abilities failed,TahmKench,Evaluation failed: TypeError: Cannot read properties of undefined (reading 'textContent')N    at pptr://__puppeteer_evaluation_script__:11:6,Error: Evaluation failed: TypeError: Cannot read properties of undefined (reading 'textContent')
    at pptr://__puppeteer_evaluation_script__:11:6
    at ExecutionContext._ExecutionContext_evaluate (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/node_modules/puppeteer/lib/esm/puppeteer/common/ExecutionContext.js:282:15)
    at runMicrotasks (<anonymous>)
    at processTicksAndRejections (node:internal/process/task_queues:96:5)
    at async ExecutionContext.evaluate (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/node_modules/puppeteer/lib/esm/puppeteer/common/ExecutionContext.js:114:16)
    at async scrapeAbilitiesData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_scraper/abilities.js:35:25)
    at async Module.getAbilitiesData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_scraper/abilities.js:16:3)
    at async scrappingProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:23:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:15:1
scraping abilities failed,TwistedFate,Evaluation failed: TypeError: Cannot read properties of undefined (reading 'textContent')N    at pptr://__puppeteer_evaluation_script__:11:6,Error: Evaluation failed: TypeError: Cannot read properties of undefined (reading 'textContent')
    at pptr://__puppeteer_evaluation_script__:11:6
    at ExecutionContext._ExecutionContext_evaluate (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/node_modules/puppeteer/lib/esm/puppeteer/common/ExecutionContext.js:282:15)
    at runMicrotasks (<anonymous>)
    at processTicksAndRejections (node:internal/process/task_queues:96:5)
    at async ExecutionContext.evaluate (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/node_modules/puppeteer/lib/esm/puppeteer/common/ExecutionContext.js:114:16)
    at async scrapeAbilitiesData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_scraper/abilities.js:35:25)
    at async Module.getAbilitiesData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_scraper/abilities.js:16:3)
    at async scrappingProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:23:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:15:1
scraping abilities failed,XinZhao,Evaluation failed: TypeError: Cannot read properties of undefined (reading 'textContent')N    at pptr://__puppeteer_evaluation_script__:11:6,Error: Evaluation failed: TypeError: Cannot read properties of undefined (reading 'textContent')
    at pptr://__puppeteer_evaluation_script__:11:6
    at ExecutionContext._ExecutionContext_evaluate (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/node_modules/puppeteer/lib/esm/puppeteer/common/ExecutionContext.js:282:15)
    at runMicrotasks (<anonymous>)
    at processTicksAndRejections (node:internal/process/task_queues:96:5)
    at async ExecutionContext.evaluate (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/node_modules/puppeteer/lib/esm/puppeteer/common/ExecutionContext.js:114:16)
    at async scrapeAbilitiesData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_scraper/abilities.js:35:25)
    at async Module.getAbilitiesData (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_scraper/abilities.js:16:3)
    at async scrappingProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:23:31)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:15:1
failed scrapping inGameData,Amumu,Evaluation failed: TypeError: Cannot read properties of undefined (reading 'querySelector')N    at pptr://__puppeteer_evaluation_script__:54:46,undefined
failed scrapping inGameData,Aphelios,Evaluation failed: TypeError: Cannot read properties of undefined (reading 'innerText')N    at pptr://__puppeteer_evaluation_script__:12:39,undefined
failed scrapping inGameData,AurelionSol,Evaluation failed: TypeError: Cannot read properties of undefined (reading 'querySelectorAll')N    at pptr://__puppeteer_evaluation_script__:52:49,undefined
failed scrapping inGameData,Bel'Veth,Evaluation failed: TypeError: Cannot read properties of undefined (reading 'innerText')N    at pptr://__puppeteer_evaluation_script__:12:39,undefined
failed scrapping inGameData,Cassiopeia,Evaluation failed: TypeError: Cannot read properties of null (reading 'getAttribute')N    at pptr://__puppeteer_evaluation_script__:26:51,undefined
failed scrapping inGameData,Cho'Gath,Evaluation failed: TypeError: Cannot read properties of undefined (reading 'innerText')N    at pptr://__puppeteer_evaluation_script__:12:39,undefined
failed scrapping inGameData,Diana,Evaluation failed: TypeError: Cannot read properties of undefined (reading 'querySelector')N    at pptr://__puppeteer_evaluation_script__:54:46,undefined
